objectid,ctyua19cd,ctyua19nm,st_areasha,01/03/2020,02/03/2020,03/03/2020,04/03/2020,05/03/2020,06/03/2020,07/03/2020,08/03/2020,09/03/2020,10/03/2020,11/03/2020,12/03/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,01/07/2020,02/07/2020,03/07/2020,04/07/2020,05/07/2020,06/07/2020,07/07/2020,08/07/2020,09/07/2020,10/07/2020,11/07/2020,12/07/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020,30/07/2020,31/07/2020,01/08/2020,02/08/2020,03/08/2020,04/08/2020,05/08/2020,06/08/2020,07/08/2020,08/08/2020,09/08/2020,10/08/2020,11/08/2020,12/08/2020,13/08/2020,14/08/2020,15/08/2020,16/08/2020,17/08/2020,18/08/2020,19/08/2020,20/08/2020,21/08/2020,22/08/2020,23/08/2020,24/08/2020,25/08/2020,26/08/2020,27/08/2020,28/08/2020,29/08/2020,30/08/2020,31/08/2020,01/09/2020,02/09/2020,03/09/2020,04/09/2020,05/09/2020,06/09/2020,07/09/2020,08/09/2020,09/09/2020,10/09/2020,11/09/2020,12/09/2020,13/09/2020,14/09/2020,15/09/2020,16/09/2020,17/09/2020,18/09/2020,19/09/2020,20/09/2020,21/09/2020,22/09/2020,23/09/2020,24/09/2020,25/09/2020,26/09/2020,27/09/2020,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,03/10/2020,04/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,10/10/2020,11/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,17/10/2020,18/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,24/10/2020,25/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,31/10/2020,01/11/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,07/11/2020,08/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,14/11/2020,15/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,21/11/2020,22/11/2020,Upper Tier Local Authority District code (2019),IMD - Average rank,IMD - Rank of average rank,IMD - Average score,IMD - Rank of average score,IMD - Proportion of LSOAs in most deprived 10% nationally,IMD - Rank of proportion of LSOAs in most deprived 10% nationally,IMD 2019 - Extent,IMD 2019 - Rank of extent,IMD 2019 - Local concentration,IMD 2019 - Rank of local concentration,Residents,Households,Dwellings,Household_Spaces,Aged_16plus,Aged_16_to_74,Employed_16_to_74,Household_Residents_16plus,Residents_3plus,Males,Females,Household_Resident,Communal_Resident,Age_0_to_19,Age_20_to_29,Age_30_to_44,Age_45_to_64,Age_65_to_84,Age_85plus,Mean_age,Median_age,White_British_and_Irish,White_other,Mixed,Indian,Pakistani,Bangladeshi,Chinese,Other_Asian,Black,Other_ethnicity,Christian,Other_religion,No_religion,Religion_not_stated,CoB_United_Kingdom,CoB_Ireland,CoB_EU_Member_pre_2001,CoB_EU_member_pre_2011,CoB_Other,Little_or_no_English,Single,Married_couple,Cohabiting_couple,Same_sex_couple,Legal_couple_living_apart,Separated,Divorced,Widowed,Lone_person,Couple_no_kids,Couple_dependent_kids,Lone_parent_dependent_children,All_fulltime_students,Other_household_type,Households_with_0_residents,Detached,Semidetached,Terraced,Flats,Caravan_or_other,Owned,Social_rented,Private_rented,Living_rent_free,Crowded_housing,Long_term_ill,Standardised_illness_ratio,Very_good_health,Good_health,Fair_health,Bad_health,Very_bad_health,Provides_unpaid_care,No_qualifications,GCSE,A_level,Degree_plus,Cars_0,Cars_1,Cars_2plus,Work_from_home,Public_Transport,Private_Transport,Other_Transport,Employee_Parttime,Employee_Fulltime,Self_employed,Unemployed,Fulltime_student,Retired,Student_Econ_Inactive,Looking_after_home_or_family,Longterm_sick_or_disabled,Economically_inactive_Other,Never_worked,Longterm_unemployed,Higher_manager_prof,Lower_manager_prof,Intermediate_occupations,Small_employer_self_employed,Lower_supervisory_technical,Semi_routine_occupations,Routine_occupations,Long_unemp_never_worked,Agriculture_forestry_and_fishing,Mining_and_quarrying,Manufacturing,Electricity_gas_air_conditioning,Water_and_waste,Construction,Motor_vehicles,Transport_and_storage,Accommodation_and_food_service,Information_and_communication,Financial_and_insurance,Real_estate,Scientific_and_technical,Administrative_and_support,Public_administration_and_defence,Education,Human_health_and_social_work
122,E09000030,Tower Hamlets,19762163.35,,,,2,1,1,1,1,2,2,1,5,3,3,3,3,6,10,10,11,8,4,11,18,27,34,22,12,20,15,25,24,29,36,21,19,26,19,25,19,19,14,15,17,8,14,12,3,6,6,12,10,7,11,3,12,7,5,3,11,6,10,3,4,1,2,2,3,1,4,2,4,2,2,1,2,0,1,2,1,3,5,2,4,1,1,3,1,2,2,3,1,2,2,3,0,1,0,2,1,3,0,5,2,1,0,1,0,1,0,5,2,0,0,1,0,0,1,2,0,1,1,0,1,1,2,3,3,10,2,6,1,0,0,2,0,1,3,6,2,3,4,8,3,4,7,1,0,4,5,5,3,3,6,1,1,3,3,4,4,0,1,0,3,5,3,6,1,6,5,6,5,6,4,6,5,11,7,3,7,10,5,6,16,13,18,12,6,14,17,22,20,20,14,14,8,2,12,6,13,19,18,16,19,28,34,23,31,37,24,28,31,39,50,56,48,48,33,52,60,63,64,41,34,38,75,47,75,78,66,51,59,88,84,113,88,99,61,35,125,90,105,77,74,80,61,151,91,108,92,125,70,93,157,130,156,115,147,75,90,138,118,117,95,93,61,1,E09000030,22507.05,23,27.913,39,0.0139,111,0.3057,44,29011.42,94,254096,101257,105379,106136,203953,196552,120873,200214,242368,130906,123190,250343,3753,46575,70975,70245,35200,13780,1790,23419.46627,21793,83094,31725,10360,6787,2442,81377,8109,5786,18629,5787,68808,97551,48648,39089,144662,2862,14607,7828,84137,19307,89494,56616,20651,3986,6964,5492,9732,7279,35047,16204,22328,7327,1974,25704,4879,1252,2626,10987,91163,108,26935,40106,32964,1252,10576,34303,57463.2843,128468,83209,27062,11228,4129,19356,40719,38483,20643,83675,63797,32329,5131,4447,70199,15465,30762,18852,78031,16336,13259,10755,9262,19407,13809,8893,7948,3442,4986,28495,43315,18977,11828,10051,19350,14630,27986,35,112,2711,203,267,3731,12937,4468,11826,9784,18096,2044,16285,5882,4529,10961,9809
123,E09000031,Waltham Forest,38825590.73,,,,,1,1,0,0,1,0,2,1,2,3,4,2,5,11,9,13,12,3,21,11,24,34,27,21,24,24,39,25,27,31,23,27,26,22,23,24,24,16,22,20,23,30,13,11,15,19,15,8,9,14,15,9,12,13,3,7,10,12,4,6,10,8,10,10,5,7,2,3,2,6,2,1,2,4,2,8,1,3,2,1,1,2,1,0,2,2,1,2,0,2,0,2,1,2,2,5,1,0,4,0,0,1,2,5,2,1,3,1,1,2,2,0,1,5,1,2,8,0,1,0,1,2,0,1,1,3,2,0,2,0,3,4,4,3,1,0,2,2,2,0,2,1,2,1,1,2,0,2,1,1,1,4,3,4,6,2,0,0,8,11,5,4,6,2,3,8,8,0,3,5,3,1,6,4,8,11,9,0,5,5,7,7,16,5,8,1,9,7,11,14,15,16,3,5,13,17,12,12,13,18,18,19,20,16,16,15,16,26,19,39,32,39,31,33,38,40,33,44,40,26,27,51,34,40,40,46,24,38,75,57,68,46,78,51,34,89,65,64,71,78,51,33,92,61,67,70,58,60,75,138,98,94,108,68,62,55,111,84,86,64,95,67,3,E09000031,21186.64,36,25.209,63,0.0208,105,0.1783,77,28906.69,99,258249,96861,98279,98749,203131,190978,121021,201503,245420,128970,129279,256615,1634,50840,47112,65523,52745,22042,3524,25463.90626,24667.5,96958,37841,13766,9134,26347,4632,2579,11697,44791,10504,124939,67906,46462,18942,158437,3039,6997,23238,66538,14250,70771,73153,19670,3159,7011,5984,12534,9221,28756,14542,27668,8918,617,25278,1888,4586,16668,36698,40755,42,49379,21376,25102,1004,8015,37628,61241.31635,121652,91954,31133,10053,3457,21273,42262,54273,20340,60914,40583,40732,15546,4085,66805,37809,12322,21889,69385,23690,11654,8397,15335,15209,11429,7166,6824,2687,4458,15725,39389,24721,23591,12308,23969,19621,21200,70,51,4216,244,622,11547,16551,6647,9290,5861,5728,2290,8280,8185,6632,13508,13666
124,E09000032,Wandsworth,34263455.61,1,1,1,0,0,0,0,2,2,9,10,12,4,11,12,13,20,15,17,23,16,16,27,28,45,32,30,20,23,29,41,39,39,28,28,18,35,26,26,24,29,14,11,17,23,20,20,21,12,4,10,9,6,11,12,7,7,7,8,12,13,12,3,4,4,5,5,9,2,4,6,1,10,8,3,6,1,2,3,3,4,3,1,4,3,0,0,1,2,1,1,1,3,0,2,1,0,0,0,0,1,1,1,0,0,1,2,0,4,1,0,2,0,3,3,0,2,4,0,0,0,1,0,2,4,2,2,3,2,1,1,4,1,1,5,1,3,5,3,2,1,3,2,1,2,6,1,1,5,4,2,7,5,2,4,9,5,9,3,1,1,3,7,4,8,4,3,9,1,6,12,8,14,15,6,5,5,9,11,13,12,9,5,7,19,7,11,23,4,8,22,12,11,22,15,6,5,9,5,9,11,20,10,9,18,18,16,18,12,14,16,18,26,43,28,38,28,19,50,45,50,57,50,26,22,59,48,60,59,55,50,45,85,81,93,86,76,44,49,83,79,62,68,52,45,36,76,64,82,66,68,62,72,104,86,113,99,87,68,40,81,68,51,43,42,22,0,E09000032,14312.18,108,16.611,113,0,130,0.0495,125,25999.84,128,306995,130493,134619,135897,255989,243533,178582,250679,292980,148646,158349,301648,5347,46594,70916,93803,54197,23218,3693,34059.05968,32024.5,171403,47813,15241,8642,9718,1493,3715,9770,32756,6444,162590,37548,82740,24117,198422,5781,17623,11822,73347,6893,102672,77198,34780,3866,5164,5138,13204,8657,42106,26954,27805,7909,965,32663,5404,3338,9995,32907,89557,100,61304,26516,41317,1356,4978,34386,64445.73432,176198,91935,27299,8749,2814,19985,29622,40866,25485,137142,59143,56409,14941,9634,110157,30807,27984,18968,123965,29535,9311,8010,15140,14599,10424,7027,6554,1534,3589,51515,76050,26718,20650,10087,19699,14881,14637,77,497,4131,533,319,7443,18182,5402,9854,16301,19244,4428,30051,10225,7782,14792,17344
125,E09000033,Westminster,21451632.9,0,0,1,1,1,5,2,1,6,6,14,14,8,10,5,14,11,9,9,15,13,12,22,16,25,21,13,20,18,36,12,18,16,28,16,17,11,15,14,19,9,11,9,10,13,15,10,8,3,4,4,3,2,7,7,4,5,10,6,8,20,5,4,0,3,3,3,3,3,4,3,3,2,4,5,2,0,1,1,1,5,3,1,2,1,0,1,2,2,0,1,1,0,1,3,0,2,3,0,4,1,1,2,3,1,1,5,2,0,2,0,1,2,0,2,2,1,2,0,0,4,0,1,1,1,1,0,0,2,2,4,2,0,2,1,0,2,3,1,0,2,2,1,0,2,4,1,2,4,1,7,3,3,1,3,3,4,7,7,6,2,3,5,6,2,1,4,1,3,3,10,4,8,4,2,4,9,9,5,6,9,2,0,6,11,11,8,16,0,4,13,7,7,11,4,2,1,8,11,10,7,14,3,7,5,16,12,11,10,12,8,19,26,27,24,31,25,21,30,40,51,47,38,18,17,41,40,30,52,52,27,38,71,51,73,64,70,37,36,62,77,48,70,75,71,34,84,71,47,48,46,38,45,71,74,68,69,62,34,37,62,47,45,43,33,14,2,E09000033,16573.82,87,20.339,88,0.0234,103,0.1587,85,29203.12,92,219396,105772,118318,120066,186812,175505,111179,180764,211367,111548,107848,213208,6188,31279,44988,64114,44775,21414,3100,29102.5193,27359.5,82294,53036,11395,7213,2328,6299,5917,10105,16472,24337,97877,56458,44542,20519,102407,3752,25212,6031,81994,9011,74805,53078,16616,4096,7319,5333,12430,7087,47893,19013,17599,6002,1297,19970,14294,1371,2183,9317,107157,38,33172,27348,41949,3303,5675,30879,63086.65367,118808,65807,22027,9263,3491,15878,23943,28225,17113,93946,66531,31869,7372,9620,60151,12698,28710,12606,72899,22026,7941,4946,12010,17835,9521,8492,7229,1621,3118,38125,48472,15182,14685,6650,13556,10065,18167,77,466,2440,343,206,3210,10977,2875,7269,8995,18921,3322,18640,4801,4498,7007,8053
126,E10000002,Buckinghamshire,1564963405,0,0,0,1,0,1,1,1,2,7,5,13,6,3,2,9,7,6,6,7,11,12,8,9,23,10,17,21,12,29,23,18,32,24,21,13,26,37,30,22,26,19,8,21,21,28,29,32,22,26,15,28,29,32,35,22,21,32,40,18,30,16,18,12,18,9,21,18,20,14,11,23,21,30,14,15,31,10,18,15,31,24,15,8,6,9,7,17,14,5,8,11,7,12,4,8,3,8,3,5,8,7,5,3,3,3,4,8,7,3,4,3,6,7,4,2,1,3,1,2,9,2,4,8,5,2,5,7,4,1,5,3,0,2,4,2,4,3,3,0,1,2,2,1,2,4,3,0,4,2,6,4,4,6,1,3,3,5,4,6,3,1,7,3,5,9,8,6,7,5,6,11,7,5,10,1,7,7,14,13,8,20,11,12,6,9,9,19,6,8,13,8,7,10,10,8,4,16,3,7,12,29,11,8,20,9,11,21,22,11,15,19,23,25,39,27,30,32,50,44,76,68,60,56,36,41,66,78,62,52,52,82,89,102,109,78,91,49,68,96,121,74,111,126,81,53,166,124,114,123,100,99,106,156,113,154,131,156,68,76,142,118,102,88,74,53,0,E10000002,8023.36,145,10.052,146,0,130,0.0074,146,21852.21,143,505283,200727,207966,208334,403234,363773,254976,396233,486437,248346,256937,497299,7984,95552,53581,103397,137663,72939,11212,63670.76127,65769.5,415170,21500,12360,11368,21236,1089,2554,7022,10490,2494,305804,42203,121190,36086,439988,4202,8681,7745,44667,5336,84655,210944,39501,2877,5373,7035,22471,23377,52065,56987,58682,10550,462,32531,7607,73097,62334,38509,33159,1235,146798,25471,25875,2583,3263,67928,117085.0454,262901,170886,53987,13607,3902,49514,67657,127476,47976,140346,25261,75300,100166,21237,27538,178908,27293,48249,151064,47075,10887,10606,48349,16339,17245,7360,6599,1345,3955,59870,102410,55830,44295,23248,44423,31081,15749,1833,364,20495,752,2046,18928,40830,11456,10860,17742,9906,4191,23558,12708,13769,25734,26393
127,E10000003,Cambridgeshire,3052691659,,,1,0,1,0,0,0,0,3,1,4,5,0,2,1,1,8,7,9,9,5,14,17,17,12,18,9,12,25,20,13,22,17,19,26,19,26,31,32,26,19,18,14,20,14,30,33,14,22,27,34,39,39,25,24,30,35,61,54,57,62,46,32,47,36,45,51,24,33,35,71,29,47,31,29,19,19,28,34,40,40,27,14,9,9,7,11,13,31,15,3,11,31,16,10,5,6,7,11,21,6,6,5,2,3,4,9,2,2,3,6,6,6,3,9,5,5,1,0,5,0,5,6,1,2,3,5,3,6,3,3,1,2,6,5,5,9,6,2,1,5,6,13,5,8,0,0,2,2,6,11,5,1,3,2,5,0,4,11,6,6,8,8,5,8,8,4,1,3,0,7,8,6,4,5,6,9,5,14,6,4,3,9,10,11,5,7,3,8,9,22,3,13,8,6,5,11,5,7,5,11,10,11,9,7,13,13,12,13,15,22,24,32,25,39,28,27,43,57,50,63,40,26,27,65,66,63,82,35,30,42,113,105,77,89,63,41,54,60,90,86,75,84,59,57,121,99,86,95,95,88,129,196,166,146,159,85,56,58,113,89,97,91,53,23,1,E10000003,11426.31,129,13.858,132,0.0107,112,0.0471,127,26115.09,126,621210,251241,259245,259884,508469,461380,316000,485800,598894,309560,311650,598066,23144,111090,85915,130927,159354,86356,13873,77614.9813,79012,529525,45462,11081,7430,2373,2562,6723,6550,6010,3494,361532,21579,189016,49083,535512,3736,16019,17328,48615,6415,107297,243716,60594,3986,5724,8484,27950,28049,68780,75567,66971,12258,1147,38776,8643,93644,78575,51876,33842,1947,168856,38506,40119,3760,3144,95027,166372.1815,306910,215746,73386,19715,5453,60176,95865,153143,64243,167582,43588,106212,101441,20840,24711,207948,62501,61890,196394,45350,13775,14786,58816,33690,17055,12220,7404,1577,5287,71179,109264,63455,46686,34747,66638,51034,17775,5052,246,32177,739,2390,22598,44590,11712,13457,16365,7183,4101,30104,14035,17129,41796,36579
128,E10000006,Cumbria,6823146538,,,2,0,2,0,2,3,1,0,3,6,7,6,1,12,12,23,26,12,23,16,27,45,47,50,54,29,49,34,68,74,67,44,52,79,98,71,87,69,34,25,34,52,52,36,37,31,24,20,43,44,38,39,46,39,39,58,43,84,64,55,16,11,18,39,31,37,16,4,10,19,9,15,14,6,14,8,13,17,12,5,28,7,6,2,4,8,9,3,8,4,4,17,8,5,2,1,5,1,9,1,6,1,2,2,6,5,3,5,5,3,3,2,5,3,0,6,4,1,4,11,6,2,1,1,6,14,4,0,4,2,4,3,8,6,10,11,13,6,2,9,8,11,8,4,1,8,13,11,11,6,11,5,4,10,9,3,15,12,7,3,14,9,9,5,13,1,1,7,5,8,3,2,5,5,3,2,2,12,5,1,1,9,9,16,10,9,7,12,28,10,13,8,6,8,21,14,17,13,19,25,11,26,29,39,28,37,34,22,28,47,48,53,44,46,54,58,101,85,110,77,73,62,50,128,101,116,108,129,81,85,157,139,146,128,141,114,97,154,148,148,194,111,119,135,182,144,162,138,120,118,130,179,174,163,173,122,107,93,150,229,107,107,63,50,3,E10000006,16650.35,86,21.261,83,0.081,68,0.1636,83,30886.59,61,499858,222042,239836,240149,416359,368880,243231,408176,484823,246065,253793,490939,8919,82543,51963,91309,146397,89611,13278,74242.42525,76919,483676,8581,2504,892,316,486,1153,1219,579,452,359235,4879,101496,34248,481164,1207,3504,4557,9426,1523,87618,204902,43926,2427,4068,6790,27523,30922,71740,66402,52388,12678,323,31189,18107,61310,77041,73274,27382,1142,158156,31778,28481,3627,1439,101721,192596.8153,225018,172789,71966,23604,6481,56495,100573,145515,51156,102448,47578,99389,75075,16526,14371,166437,45897,59570,136835,39234,12346,9170,66857,11492,11015,16547,5814,1625,4614,34804,81712,46832,47468,38911,70872,58339,17111,7459,789,32278,2885,2945,21329,39128,10595,20857,3781,3569,2831,10666,9042,13478,20877,29617
129,E10000007,Derbyshire,2550829158,0,2,1,2,0,1,0,1,3,2,6,2,8,6,10,17,9,10,8,11,20,22,32,20,20,20,28,36,27,38,51,51,26,35,33,9,25,40,40,37,26,23,39,33,34,40,40,44,34,41,29,54,63,61,61,89,75,66,42,64,33,64,28,32,44,65,69,48,55,36,31,55,44,34,41,28,40,43,57,43,53,33,40,19,35,33,28,27,32,22,23,19,27,24,27,19,13,9,10,16,5,15,11,21,14,13,15,11,18,6,8,11,9,11,14,9,11,6,2,8,5,6,13,5,3,5,2,2,6,5,2,4,1,2,5,3,8,2,3,2,1,5,6,6,14,6,3,1,5,9,8,9,6,7,6,5,7,9,14,4,3,8,7,11,7,1,5,4,6,9,3,3,9,5,5,2,9,6,4,10,16,4,7,11,18,35,23,21,19,16,71,50,28,28,21,16,12,30,29,33,34,31,35,40,48,43,39,59,46,38,47,67,63,111,94,89,93,99,141,152,171,187,142,108,140,206,207,205,209,220,197,184,434,394,358,408,346,262,249,433,425,423,397,424,280,261,592,438,413,381,402,292,365,526,491,404,320,363,288,227,401,337,285,208,222,145,3,E10000007,14795.12,103,18.392,102,0.0448,88,0.1303,97,29283.75,90,769686,332637,346999,347164,632900,567798,372011,624604,744938,378786,390900,760840,8846,133667,81965,151061,219653,124264,18627,107920.0162,111669.5,740188,9906,7119,4132,979,229,1727,1728,2770,908,489668,10701,215158,54159,744044,2466,4902,4589,13685,2192,127895,312054,79682,4518,4864,11764,41012,42815,96233,101458,86899,20557,109,47938,14527,110475,134321,71498,29963,907,237512,50955,39915,4255,2524,157033,290130.3483,341665,265645,114858,37177,10341,92761,162378,219382,76769,149949,66832,141123,124682,19980,26327,282095,43609,86622,221973,52772,22206,13480,95875,20422,20778,24687,8983,3065,8988,57021,124012,78659,60710,55668,100985,94409,28243,3542,1847,55425,2189,3005,31650,61881,19316,18498,9500,7850,4420,18922,14842,18583,36034,47850
130,E10000008,Devon,6566706186,2,3,6,3,1,4,1,1,0,2,1,2,6,2,3,4,2,3,0,3,1,4,5,6,15,15,12,13,10,9,15,25,23,19,33,19,14,25,13,22,28,16,31,25,25,25,30,38,19,11,19,20,31,28,19,13,20,38,12,40,22,30,18,18,4,18,26,13,17,8,17,15,6,12,8,8,5,6,7,8,11,2,8,2,2,3,5,2,12,2,4,4,1,1,3,1,0,0,0,3,1,1,2,0,0,2,1,0,1,2,3,1,0,1,1,1,0,1,0,1,0,2,3,1,1,3,0,2,1,0,3,3,1,3,6,4,0,5,1,1,1,0,6,2,1,2,1,0,3,1,2,4,3,2,1,2,3,0,1,1,1,2,5,2,0,0,1,1,7,4,6,15,2,7,5,4,7,4,9,6,13,4,1,1,8,18,16,14,8,5,3,3,4,9,7,4,4,3,4,4,3,12,14,21,11,26,11,32,22,14,17,57,45,148,107,101,60,88,162,109,117,124,101,80,86,103,126,90,56,71,70,62,80,97,108,88,85,66,77,84,129,104,122,94,89,83,143,102,136,131,120,100,113,187,169,141,129,156,99,94,168,101,108,95,92,70,2,E10000008,14246.53,110,16.607,114,0.0066,124,0.0467,128,26080.41,127,746399,322644,349326,350012,623225,541219,353913,605230,724089,361745,384654,727737,18662,123405,79344,126570,212322,142666,25760,110081.4637,115050.5,711720,16353,6520,1873,280,570,3195,2792,1413,1683,458778,11844,213045,62732,703841,2668,8328,6979,24583,2451,122126,307933,67660,4247,6113,10288,41925,44938,97945,103500,73838,17067,1471,45890,27368,123207,86646,82205,54672,3282,229086,36042,52581,4935,2841,145179,261718.6814,344059,259032,104498,30137,8673,84884,131716,211199,80364,173234,56105,142566,123973,33214,20197,234040,66462,84667,181896,74552,15256,15476,98590,25369,18374,18222,8817,1445,5531,58955,134536,78897,88522,44117,92063,63987,22020,12366,722,27736,2491,2920,30160,58172,13784,25263,7959,6953,5321,20812,14685,21869,35986,48991
131,E10000011,East Sussex,1712848828,,,,,,,,,,,4,2,1,0,0,1,6,3,4,4,4,4,5,9,11,14,13,8,12,14,27,22,17,13,21,12,19,28,18,27,18,12,13,17,13,21,19,25,24,17,13,29,30,18,31,33,29,25,51,28,51,21,19,32,30,22,27,20,21,15,26,38,11,21,15,3,2,7,7,17,14,3,24,1,13,16,11,12,9,7,3,4,4,12,5,5,4,4,0,2,5,8,4,9,10,6,10,11,12,1,8,4,3,3,3,4,4,6,7,3,9,5,2,3,3,1,7,5,4,7,10,13,5,4,6,4,5,7,9,8,2,4,2,7,4,3,1,3,8,3,5,3,0,1,2,3,0,0,4,6,0,0,6,7,3,4,7,0,0,3,0,5,2,5,6,2,4,7,7,8,4,2,6,6,7,5,20,19,18,17,9,14,8,3,4,1,2,4,11,3,5,3,5,6,13,7,9,12,8,11,9,14,18,30,14,25,14,18,38,36,25,32,26,17,14,30,35,49,38,32,27,29,49,54,44,46,70,30,42,85,47,47,57,46,29,21,56,52,54,41,69,72,47,102,85,103,96,110,86,68,191,119,111,91,75,48,1,E10000011,15657.97,93,19.77,91,0.0669,73,0.1445,92,30258.89,71,526671,231905,243262,244060,435515,374518,239319,425276,510441,253764,272907,515598,11073,89281,52297,90763,147503,99897,19866,78578.49918,81787,486735,18687,7473,2253,317,1042,1931,3600,2912,1721,315659,12652,155723,42637,483824,3336,8954,5838,24719,2332,90651,203963,47509,4192,4643,9388,32486,32444,75991,67775,54524,14343,351,33264,12155,78428,59238,44070,60914,1410,162052,25600,41180,3073,2690,107145,195858.1229,230697,187695,77795,23598,6886,59409,98345,149926,52355,114286,50674,100340,80891,18796,28415,158703,33405,55152,125533,50244,13503,10520,66736,14879,15665,15388,6898,1623,5479,41446,99430,62419,56897,29128,62832,39107,19474,2406,140,14527,834,1711,22595,38327,9916,13331,7014,10287,3737,14814,10822,13206,24754,37220
132,E10000012,Essex,3465096902,0,0,1,2,0,1,0,0,1,2,3,7,11,5,6,5,10,9,10,17,20,31,48,37,68,63,69,57,54,76,87,107,104,93,87,53,102,100,95,65,58,62,49,82,53,71,74,67,78,79,107,116,125,116,137,127,100,143,115,106,91,97,63,84,72,99,79,86,48,31,48,83,56,64,41,27,31,27,58,50,52,48,45,23,21,26,34,37,31,20,16,11,16,30,26,21,22,6,4,5,20,12,16,12,21,20,33,17,11,8,14,3,6,7,12,13,10,14,3,5,6,9,6,11,12,10,5,10,7,26,16,8,5,6,12,28,14,9,10,6,6,24,19,12,14,13,6,2,15,5,11,7,5,5,8,16,8,5,4,5,7,5,9,9,9,13,12,9,2,11,16,13,18,10,8,14,16,12,25,22,18,18,14,22,18,35,29,26,20,12,27,26,27,28,21,18,10,29,39,32,28,54,33,41,42,56,57,67,50,36,53,81,94,83,85,108,97,78,143,160,126,149,141,80,116,216,177,198,234,177,138,165,287,261,262,265,210,150,133,271,262,232,209,249,132,125,321,260,234,257,278,183,227,407,296,366,347,356,252,230,409,377,322,295,317,166,19,E10000012,13696.88,114,17.016,111,0.0344,93,0.0926,107,28660.47,103,1393587,581589,603842,604323,1133721,1011611,675531,1115908,1344536,680161,713426,1375440,18147,250578,157054,275860,377071,220249,35184,189715.4569,195483.5,1276042,37814,20885,12456,3462,2747,6361,9834,18709,5277,860906,40538,392047,100096,1292812,9278,15500,14955,61042,5987,245431,559193,124679,7091,10775,21486,72900,74353,165217,165138,158183,36749,1125,91926,22734,183880,186930,128720,99676,5117,418123,83402,73697,6367,6625,238867,434635.4961,656820,486952,182561,52080,15174,146211,270901,420209,131408,260645,104522,244783,232284,36346,113420,445562,80203,145817,395312,112476,38074,27751,155639,40372,47562,31887,16721,4667,15536,113865,243606,178240,123368,80968,162946,116596,47501,4580,368,52973,2274,5212,67575,107292,36705,27660,22711,51117,10188,43647,31496,38283,64204,77204
